title,pubdate,pmc_id,authors
Geographic Disparities and Payment Variation for Immediate Lymphatic Reconstruction in Massachusetts.,2024,NA,"Yang, Hyland, Thomas, Miller, Malek, Broyles"
Graph-Based Prediction of Spatio-Temporal Vaccine Hesitancy From Insurance Claims Data.,2025,PMC12311826,"Moon, Datta, Ferdousi, Baek, Adiga, Marathe, Vullikanti"
Health care costs among patients with hematologic malignancies receiving allogeneic transplants: a US payer perspective.,2024,PMC10912849,"Maziarz, Gergis, Edwards, Song, Liu, Anderson, Signorovitch, Manghani, Simantov, Shin, Sivaraman"
How well do clinical and demographic characteristics predict Patient Health Questionnaire-9 scores among patients with treatment-resistant major depressive disorder in a real-world setting?,2021,PMC7882175,"Voelker, Joshi, Daly, Papademetriou, Rotter, Sheehan, Kuvadia, Liu, Dasgupta, Potluri"
Human immunodeficiency virus infection is associated with greater risk of pneumonia and readmission after cardiac surgery.,2024,PMC11056438,"Zadeh, Justicz, Plate, Cortelli, Wang, Melvan"
Identifying Long-Term Morbidities and Health Trajectories After Prolonged Mechanical Ventilation in Children Using State All Payer Claims Data.,2022,PMC9058185,"Maddux, Mourani, Miller, Carpenter, LaVelle, Pyle, Watson, Bennett"
Identifying Patterns of Medical Intervention in Acute Respiratory Failure: A Retrospective Observational Study.,2023,PMC10589534,"Kruser, Sharma, Holl, Nohadani"
Identifying Predictors of Postoperative Myocardial Infarction Following Repair of Abdominal Aortic Aneurysm Using a Retrospective Claims-Based Analysis.,2025,NA,"Vidovich, Reslink, Hussain, Essandoh, Iyer, Stahl, Baumann, Anam, Weaver, Saklayen"
Improving suicide risk prediction via targeted data fusion: proof of concept using medical claims data.,2022,PMC8800522,"Xu, Su, Li, Rogers, Wang, Chen, Aseltine"
Increased health care costs associated with new persistent opioid use after major surgery in opioid-naive patients.,2021,PMC8177715,"Brummett, Evans-Shields, England, Kong, Lew, Henriques, Zimmerman, Sun"
Postdischarge health resource use in pediatric survivors of prolonged mechanical ventilation for acute respiratory illness.,2022,PMC9233134,"Vo, Miller, Bennett, Mourani, LaVelle, Carpenter, Scott Watson, Pyle, Maddux"
Predicting Risk of 1-Year Hospitalization Among Patients with Pulmonary Arterial Hypertension.,2023,PMC10079144,"Zhang, Tsang, He, Panjabi"
Predicting pediatric severe asthma exacerbations: an administrative claims-based predictive model.,2024,PMC11195303,"Rezaeiahari, Brown, Eyimina, Perry, Goudie, Boyd, Tilford, Jefferson"
Predictive models for low birth weight: a comparative analysis of algorithmic fairness-improving approaches.,2025,PMC12109546,"Brown, Gomez-Acevedo, Amick, Tilford, Bryant-Moore, Thomsen"
Preinjury Social Determinants of Health Disparities Predict Postinjury Psychosocial Conditions in Adult Traumatic Brachial Plexus Injuries.,2023,NA,"Maasarani, DeLeonibus, Wee, Leavitt, Lee, Khalid, Layon, Gharb, Rampazzo, Noland"
Prognostic models for short-term annual risk of severe complications and mortality in patients living with type 2 diabetes using a national medical claim database.,2023,PMC10268447,"Vimont, Béliard, Valéro, Leleu, Durand-Zaleski"
Projections of Public Spending on Pharmaceuticals: A Review of Methods.,2025,PMC11929675,"Odnoletkova, Chalon, Devriese, Cleemput"
Sociodemographic Factors Associated with Autistic Youth's Psychotherapy Service Use.,2025,PMC12310900,"Smith, Nevill, DeGuzman, Menezes, Mazurek"
Statewide trends and factors associated with genetic testing for hereditary cancer risk in Arkansas 2013-2018.,2022,PMC9128197,"Acharya, Zorn, Simonson, Bimali, Moore, Peng, Martin"
Stratified delirium risk using prescription medication data in a state-wide cohort.,2021,PMC8249339,"McCoy, Castro, Hart, Perlis"
Transitions in Health Insurance During the Perinatal Period Among Patients With Continuous Insurance Coverage.,2022,PMC9631105,"Jeung, Attanasio, Geissler"
Trends in price for topical corticosteroids from 2017 to 2021 and the opportunity for cost savings identifiable at the point of care: A retrospective cross-sectional study.,2024,NA,"Kwa, Guttentag, Chase, van Meijgaard, Lim"
"What Does ""Palliative Care"" Represent in Research Using Secondary Data?",2024,NA,Cassel
Z-Coding for Social Contributors to Health in Colorado Federally Qualified Health Centers.,NA,PMC12278617,"Reed, Hensen, Centi, Siebenaller, Rosenthal, Smith, Amura, Hernandez, Barton"
