title,pubdate,pmc_id,authors
A process mining approach for clinical guidelines compliance: real-world application in rectal cancer.,2023,PMC10231435,"Savino, Chiloiro, Masciocchi, Capocchiano, Lenkowicz, Gottardelli, Gambacorta, Valentini, Damiani"
"A review on utilizing machine learning technology in the fields of electronic emergency triage and patient priority systems in telemedicine: Coherent taxonomy, motivations, open research challenges and recommendations for intelligent future work.",2021,NA,"Salman, Taha, Alsabah, Hussein, Mohammed, Aal-Nouman"
A scale for measuring healthcare service quality incorporating patient-centred care and using a psychometric analytics framework.,2022,NA,"Rave, Sánchez Figueroa, González Echavarría"
"A telemonitoring system to support CPAP therapy in patients with obstructive sleep apnea: a participatory approach in analysis, design, and evaluation.",2022,PMC9235202,"Aalaei, Amini, Mazaheri Habibi, Shahraki, Eslami"
A text mining approach to categorize patient safety event reports by medication error type.,2023,PMC10603175,"Boxley, Fujimoto, Ratwani, Fong"
A text mining study of topics and trends in health care management journals: 1998-2018.,NA,NA,"Zengul, Oner, O'Connor, Borkowski"
ACDNet: Attention-guided Collaborative Decision Network for effective medication recommendation.,2024,NA,"Mi, Zu, Wang, He"
ADEPT: An advanced data exploration and processing tool for clinical data insights.,2025,NA,"Shao, Wang, Li, Liu, Liu, Song, Li"
AI driven cardiovascular risk prediction using NLP and Large Language Models for personalized medicine in athletes.,2025,NA,"Li, Wang, Chen"
AI-based mining of biomedical literature: Applications for drug repurposing for the treatment of dementia.,2024,PMC11185689,"Sikirzhytskaya, Tyagin, Sutton, Wyatt, Safro, Shtutman"
AI-based mining of biomedical literature: Applications for drug repurposing for the treatment of dementia.,2024,PMC11343300,"Sikirzhytskaya, Tyagin, Sutton, Wyatt, Safro, Shtutman"
AI-powered smart emergency services support for 9-1-1 call handlers using textual features and SVM model for digital health optimization.,2025,PMC12277377,"Attiah, Kalkatawi"
ARCH: Large-scale knowledge graph via aggregated narrative codified health records analysis.,2025,PMC12066163,"Gan, Zhou, Rush, Panickan, Ho, Ostrouchovm, Xu, Shen, Xiong, Greco, Hong, Bonzel, Wen, Costa, Cai, Begoli, Xia, Gaziano, Liao, Cho, Cai, Lu"
Abuse detection in healthcare insurance with disease-treatment network embedding.,2021,NA,"Lee, Cho"
Accelerating 3D printing of pharmaceutical products using machine learning.,2022,PMC9218223,"Ong, Castro, Gaisford, Cabalar, Basit, Pérez, Goyanes"
Aceso-DSAL: Discovering Clinical Evidences From Medical Literature Based on Distant Supervision and Active Learning.,2025,NA,"Zhang, Hu, Lu, Niu, Wang"
Acquisition of temporal patterns from electronic health records: an application to multimorbid patients.,2023,PMC10510308,"Ageno, Català, Pons"
Adherence to Guidelines Supported by Process Mining.,2025,NA,Arthofer
Advances in computational methods for process and data mining in healthcare.,2024,NA,"Pegoraro, Benevento, Aloini, Aalst"
Advances in mining and expressing microbial biosynthetic gene clusters.,2023,NA,"Xu, Park, Cao"
"Advancing CAR-T cell manufacturing in Latin America: Current landscape, future directions, and challenges.",2026,NA,"Toro-Pedroza, Victoria, Cardona-Sepúlveda, García-Robledo, Rios-Serna, Loukanov, Ortiz-Guzman, Hoyos, Mainguez-Rodriguez, Cañas, Jaramillo, Franco, Wills, Restrepo, Baena"
Aligning the American Health Information Management Association Entry-level Curricula Competencies and Career Map With Industry Job Postings: Cross-sectional Study.,2022,PMC9305438,"Fenton, Marc, Kennedy, Hamada, Hoyt, Lalani, Renda, Reynolds"
An Association Rule Analysis of the Acupressure Effect on Sleep Quality.,2021,PMC8494578,"Lin, Lin, Tzeng, Kuo"
An Ensemble Machine Learning and Data Mining Approach to Enhance Stroke Prediction.,2024,PMC11274138,"Wijaya, Saeed, Samimi, Albarrak, Qasem"
An Integrated Predictive Impact-Enhanced Process Mining Framework for Strategic Oncology Workflow Optimization: Case Study in Iran.,2025,PMC12729846,"Salehi, Khayami, Akbari, Mirmozaffari"
An Ontology-Based Approach for Understanding Appendicectomy Processes and Associated Resources.,2024,PMC11720549,"Pathiraja Rathnayaka Hitige, Song, Craig, Davis, Hao, Cui, Yu"
An ambient assisted living architecture for hospital at home coupled with a process-oriented perspective.,2022,PMC9490692,"Sulis, Amantea, Aldinucci, Boella, Marinello, Grosso, Platter, Ambrosini"
An analysis on efficacy of applying β-elemene intervention on chemically -induced tongue lesions using SAM algorithm.,2024,NA,"Liu, Zhang, Zhang, Cheng, Zhang, Deng, Yu"
An annotated association mining approach for extracting and visualizing interesting clinical events.,2021,NA,"Shrestha, Zikos, Fegaras"
An automated algorithm using free-text clinical notes to improve identification of transgender people.,2021,NA,"Xie, Getahun, Quinn, Im, Contreras, Silverberg, Baird, Nash, Cromwell, Roblin, Hoffman, Goodman"
An innovative EEG-based emotion recognition using a single channel-specific feature from the brain rhythm code method.,2023,PMC10397731,"Li, Lin, Che, Lv, Chen, Wang, Zeng, Ren, Zhao, Lu"
An interpretable model based on concept and argumentation for tabular data.,2026,PMC12783857,"Chi, Wang, Liao, Cui, Mao"
Analysis of Critical Incident Reports Using Natural Language Processing.,2024,NA,"Denecke, Paula"
Analysis of Population Differences in Digital Conversations About Cancer Clinical Trials: Advanced Data Mining and Extraction Study.,2021,PMC8498899,"Perez, Jaffee, Whyte, Boyce, Carpten, Lozano, Williams, Winkfield, Bernstein, Poblete"
Analysis of Skin Cancer and Patient Healthcare Using Data Mining Techniques.,2022,PMC9529455,"Arivazhagan, Mukunthan, Sundaranarayana, Shankar, Vinoth Kumar, Kesavan, Chandrasekaran, Shyamala Devi, Maithili, Barakkath Nisha, Abebe"
Analysis of Social Effects on Employment Promotion Policies for College Graduates Based on Data Mining for Online Use Review in China during the COVID-19 Pandemic.,2021,PMC8307509,"Chen, Rong, Peng, Yang, Cong, Fang"
Analysis of Stroke Assistance in Covid-19 Pandemic by Process Mining Techniques.,2022,NA,"Leandro, Miura, Safanelli, Borges, Moro"
Analysis of the causes of improper medical decision-making in medical damage liability disputes in China: a text mining approach.,2025,PMC12366084,"Xu, Lyu, Zhang, Liu"
Analysis of the current situation and factors influencing the utilization of somatic and somatic-mental disorder comorbidity and health services among middle-aged and older adult people in China.,2025,PMC12009818,"Xue, Zhang, Wu, Tian"
Analysis of user trends in digital health communities using big data mining.,2024,PMC11346943,"Keinan, Margalit, Bouhnik"
Analysis the patients' careflows using process mining.,2023,PMC9949667,"Rashed, El-Attar, Abdelminaam, Abdelfatah"
Analytical exploratory tool for healthcare professionals to monitor cancer patients' progress.,2022,PMC9869047,"Valero-Ramon, Fernandez-Llatas, Collantes, Valdivieso, Billis, Bamidis, Traver"
Analytical methods for identifying sequences of utilization in health data: a scoping review.,2023,PMC10523647,"Flothow, Novelli, Sundmacher"
Analyzing Healthcare Processes with Incremental Process Discovery: Practical Insights from a Real-World Application.,2024,PMC11310182,"Schuster, Benevento, Aloini, van der Aalst"
Analyzing user-generated content using natural language processing: a case study of public satisfaction with healthcare systems.,2022,PMC8554184,Ruelens
Application of Entity-BERT model based on neuroscience and brain-like cognition in electronic medical record entity recognition.,2023,PMC10547885,"Lu, Jiang, Shi, Zhong, Gu, Huangfu, Gong"
Application of Large Language Models in Traditional Chinese Medicine: A State-of-the-Art Review.,2025,NA,"Shataer, Cao, Liu, Aierken, Bhattacharya, Sinha, Liu"
Application of Process Mining for Modelling Small Cell Lung Cancer Prognosis.,2023,NA,"Marzano, Meijer, Dan, Tendler, De Petris, Lewensohn, Raghothama, Darwich"
Application of painless nursing in cesarean delivery parturients due to the failure of natural childbirth via labor analgesia.,2021,PMC8340151,"Fang, Liu, Duan, Xue, Zhang, Liu, Jiang"
Application of the LDA model to identify topics in telemedicine conversations on the X social network.,2025,PMC11905709,"Martín, Chen, Urbistondo"
Applications and Challenges in Healthcare Big Data: A Strategic Review.,2022,NA,"Khanna, Jindal, Singh, Rana"
Applying Computational Ethnography to Examine Nurses' Workflow Within Electronic Health Records.,NA,NA,"Tolentino, Subbian, Gephart"
Applying text mining methods to suicide research.,2021,NA,"Cheng, Lui"
Applying text-mining to clinical notes: the identification of patient characteristics from electronic health records (EHRs).,2025,PMC12344823,"Ten Hoope, Welvaars, van Geijtenbeek, Klok-Everaars, van Schaik, Karapinar-Çarkit"
Are we ready for conformance checking in healthcare? Measuring adherence to clinical guidelines: A scoping systematic literature review.,2022,NA,"Oliart, Rojas, Capurro"
Artificial Intelligence (AI) in Drugs and Pharmaceuticals.,2022,NA,"Sahu, Mishra, Kushwaha"
Artificial Intelligence Predictor for Alzheimer's Disease Trained on Blood Transcriptome: The Role of Oxidative Stress.,2022,PMC9104709,"Chiricosta, D'Angiolini, Gugliandolo, Mazzon"
Artificial Intelligence and Machine Learning in Pharmacological Research: Bridging the Gap Between Data and Drug Discovery.,2023,PMC10539991,"Singh, Kumar, Payra, Singh"
Artificial Intelligence-Based Medical Data Mining.,2022,PMC9501106,"Zia, Aziz, Popa, Khan, Hamedani, Asif"
Artificial intelligence in medical referrals triage based on Clinical Prioritization Criteria.,2023,PMC10642163,"Abdel-Hafez, Jones, Ebrahimabadi, Ryan, Graham, Slee, Whitfield"
Assessing domain adaptation in adverse drug event extraction on real-world breast cancer records.,2024,NA,"Herman Bernardim Andrade, Nishiyama, Fujimaki, Yada, Wakamiya, Takagi, Kato, Miyashiro, Aramaki"
Assessing the sustainability of compliance with surgical site infection prophylaxis after discontinuation of mandatory active reporting: study protocol.,2022,PMC9036843,"Branch-Elliman, Elwy, Lamkin, Shin, Engle, Colborn, Rove, Pendergast, Hederstedt, Hawn, Mull"
Assessment of Follow-Up for Pulmonary Nodules from Radiology Reports with Natural Language Processing.,2024,NA,"Sugimoto, Wada, Konishi, Okada, Nakashima, Matsumura, Takeda"
Assessment of the feasibility of developing a clinical pathway using a clinical order log.,2022,NA,"Lim, Kim, Song, Yoo, Baek, Kim, Park, Jeong"
Automated Fusion of Multimodal Electronic Health Records for Better Medical Predictions.,2024,PMC11469647,"Cui, Wang, Zhong, Liu, Wang, Ma"
Automated Multitier Tagging of Chinese Online Health Education Resources Using a Large Language Model: Development and Validation Study.,2025,PMC12756663,"Meng, Dai, Huang, Gu, Yan, Wang, Gao, Zhang"
Automated Notification of Relevant Expected or Incidental Findings in Imaging Exams in a Verticalized Healthcare System.,2022,NA,"de Oliveira Filho, Machado, Almeida, Barbosa"
"Automated and combined HIV, HBV, HCV, and syphilis testing among illegal gold miners in French Guiana using a standardized dried blood device.",2023,NA,"Pisoni, Reynaud, Douine, Hureau, Alcocer Cordellat, Schaub, Poland, Monkel, Lommen, Yenkoyan, Vreden, Nacher, Tuaillon"
Automated data extraction of electronic medical records: Validity of data mining to construct research databases for eligibility in gastroenterological clinical trials.,2022,PMC8809051,"Joseph, Lindblad, Zaker, Elfversson, Albinzon, Ødegård, Hantler, Hellström"
Automatic Extraction of Medication Data from Semi-Structured Prescriptions.,2024,NA,"Oehm, Wenning, Storck, Jiang, Varghese"
Automatic International Classification of Diseases Coding System: Deep Contextualized Language Model With Rule-Based Approaches.,2022,PMC9282222,"Chen, Chen, Liao, Lai, He, Lin, Chen, Yang, Lin, Tsai, Chiu, Chang, Hung"
Automatic detection of knee medial collateral ligament (MCL) tear from magnetic resonance imaging using deep neural network.,2025,NA,"Mirzakhani, Firoozabadi, Razzaghof, Javad Mortazavi, Khatibi"
Automatic text classification of drug-induced liver injury using document-term matrix and XGBoost.,2024,PMC11181907,"Chen, Wu, Wingerd, Liu, Xu, Thakkar, Pedersen, Donnelly, Mann, Tong, Wolfinger, Bao"
Automating Data Extraction from PDF Sleep Reports Using Data Mining Techniques.,2025,NA,"Teixeira, Costa, Amorim, Guimarães, Ferreira-Santos"
Automating the extraction of otology symptoms from clinic letters: a methodological study using natural language processing.,2025,PMC12482202,"Joshi, Noor, Bai, Forbes, Ross, Barrett, Dobson, Schilder, Mehta, Lilaonitkul"
BIR: Biomedical Information Retrieval System for Cancer Treatment in Electronic Health Record Using Transformers.,2023,PMC10708614,"Ahmad, Liu, Khan, Jiang, Burhan"
Beyond GPT-NER: ChatGPT as Ensemble Arbitrator for Discontinuous Named Entity Recognition in Health Corpora.,2025,NA,"Chen, Lin"
Beyond Macrostructure: Is There a Role for Radiomics Analysis in Neuroimaging ?,2024,PMC11234947,"Das, Ilesanmi, Wolk, Gee"
Biomedical Applications of Big Data and Artificial Intelligence.,2025,PMC11851942,"Pei, Yang"
Biomedical Text Classification Using Augmented Word Representation Based on Distributional and Relational Contexts.,2023,PMC11390191,"Parwez, Fazil, Arif, Nafis, Auwul"
Boosting Social Determinants of Health Extraction with Semantic Knowledge Augmented Large Language Model.,2024,PMC12099417,"Gong, Bresnick, Zhang, Wu, Jha"
Building Process-Oriented Data Science Solutions for Real-World Healthcare.,2022,PMC9318799,"Fernandez-Llatas, Martin, Johnson, Sepulveda, Helm, Munoz-Gama"
Building a specialized lexicon for breast cancer clinical trial subject eligibility analysis.,2021,NA,"Jung, Jain, Sinha, Gaudioso"
Burnout and the role of authentic leadership in academic medicine.,2022,PMC9092784,"McPherson, Barnard, Tenney, Holliman, Morrison, Kneeland, Lin, Moss"
Business Process Mining in Healthcare with State-of-the-Art Open Source Tools.,2025,NA,Sariyar
"CDC Program Evaluation Framework, 2024.",2024,PMC11444645,"Kidder, Fierro, Luna, Salvaggio, McWhorter, Bowen, Murphy-Hoefer, Thigpen, Alexander, Armstead, August, Bruce, Clarke, Davis, Downes, Gill, House, Kerzner, Kun, Mumford, Robin, Schlueter, Schooley, Valverde, Vo, Williams, Young"
COLAEVA: Visual Analytics and Data Mining Web-Based Tool for Virtual Coaching of Older Adult Populations.,2021,PMC8659844,"Sarriegi, Iraola, Álvarez Sánchez, Graña, Rebescher, Epelde, Hopper, Carroll, Ianes, Gasperini, Pilla, Mattei, Tessarolo, Petsani, Bamidis, Konstantinidis"
"COVID-19 Public Health Communication on X (Formerly Twitter): Cross-Sectional Study of Message Type, Sentiment, and Source.",2025,PMC11939021,"Parveen, Pereira, Garzon-Orjuela, McHugh, Surendran, Vornhagen, Vellinga"
COVID-19 topics and emotional frames in vaccine hesitation: A social media text and sentiment analysis.,2023,PMC9989441,"Sussman, Bouchacourt, Bright, Wilcox, Mackert, Norwood, Allport Altillo"
Can natural language processing models extract and classify instances of interpersonal violence in mental healthcare electronic records: an applied evaluative study.,2022,PMC8852656,"Botelle, Bhavsar, Kadra-Scalzo, Mascio, Williams, Roberts, Velupillai, Stewart"
Cancer-related Keywords in 2023: Insights from Text Mining of a Major Consumer Portal.,2024,PMC11570664,"Jeong, Song, Jeong, Oh, Lee, Jun"
"Challenges and opportunities for mining adverse drug reactions: perspectives from pharma, regulatory agencies, healthcare providers and consumers.",2022,PMC9436770,"Gonzalez-Hernandez, Krallinger, Muñoz, Rodriguez-Esteban, Uzuner, Hirschman"
Challenges and opportunities of big data analytics in healthcare.,2023,PMC11080701,"Goyal, Malviya"
Characterization and association patterns of Chinese food-medicine homologous species based on big data analytics.,2025,NA,"Liu, Zhou, Wan, Huang, Chen, Yang, Fang, Zhang, Xie, Chen, Liu, Zheng"
Characterization of Laboratory Flow and Performance for Process Improvements via Application of Process Mining.,2023,PMC9946784,"Tsai, Tintu, Boucherie, de Rijke, Schotman, Demirtas"
Characterizing Gender-Affirming Voice Intervention Discussion on Social Media: A Cross-Platform Analysis.,2026,NA,"Mandava, Ciaverelli, Resnick, Daniero"
ChatGPT-4 extraction of heart failure symptoms and signs from electronic health records.,2024,NA,"Workman, Ahmed, Sheriff, Raman, Zhang, Shao, Faselis, Fonarow, Zeng-Treitler"
CircHOMER1 promotes silica-induced pulmonary fibrosis by binding to HuR and stabilizing NOX4 mRNA.,2025,NA,"Wu, Zhang, Jin, Liu, Yu"
Clinical Support System for Healthcare Providers Using Big Data Analytics.,2025,NA,"Arunmozhi Arasan, Ramaraj, Padmapriya"
Clinical and operational insights from data-driven care pathway mapping: a systematic review.,2022,PMC8851723,"Manktelow, Iftikhar, Bucholc, McCann, O'Kane"
Clinical data integration and processing challenges in healthcare caused by contemporary software design.,2025,PMC12461051,"Petri, Antoine, Emma, Hervé, Emma, Hana"
Clinical entity-aware domain adaptation in low resource setting for inflammatory bowel disease.,2024,PMC11772291,"Francis, Crema Garcia, Uma, Mestdagh, De Moor, Moens"
Combining Machine Learning and Comparative Effectiveness Methodology to Study Primary Care Pharmacotherapy Pathways for Veterans With Depression.,2025,NA,"Ozmen, Rush, Park, Jones, Trafton, Brenner, Rupper, Ward, Nebeker, Pizer"
"Combining Topic Modeling, Sentiment Analysis, and Corpus Linguistics to Analyze Unstructured Web-Based Patient Experience Data: Case Study of Modafinil Experiences.",2024,PMC11669883,"Walsh, Cave, Griffiths"
Combining text mining with clinical decision support in clinical practice: a scoping review.,2023,PMC9933076,"van de Burgt, Wasylewicz, Dullemond, Grouls, Egberts, Bouwman, Korsten"
"Combining unsupervised, supervised and rule-based learning: the case of detecting patient allergies in electronic health records.",2023,PMC10507898,"Berge, Granmo, Tveit, Ruthjersen, Sharma"
Community engagement in mobile and hard-to-reach populations: a community-based intervention for malaria elimination in a tri-national region of the Guiana Shield.,2024,PMC11420009,"Jimeno-Maroto, Galindo, Miller, Lambert, Carboni, Bardon, Plessis, Vreden, Suarez-Mutis, Douine, Sanna"
Compact Quantum Cascade Laser-Based Noninvasive Glucose Sensor Upgraded with Direct Comb Data-Mining.,2025,PMC11768889,"Song, Han, Nie, Lau"
Comparative Process Mining for Identifying the Critical Activities in Sepsis Trajectories.,2025,PMC12051096,Mohammadi
Comparing Care Pathways Between COVID-19 Pandemic Waves Using Electronic Health Records: A Process Mining Case Study.,2025,PMC11782707,"Georgiev, Fleuriot, Papapanagiotou, McPeake, Shenkin, Anand"
Comparing the Discussion of Telehealth in Two Social Media Platforms: Social Listening Analysis.,2023,PMC10457608,"Shoults, Dawson, Hayes, Eswaran"
Comprehensive Review of Open-Source Fundus Image Databases for Diabetic Retinopathy Diagnosis.,2025,PMC12473202,"Conquer, Lambolais, Andrade-Miranda, Magnier"
Computational Simulation of Respiration-Induced Deformation of Renal Arteries After EVAR.,2025,PMC12575501,"Corvo, Avril, Aliseda, Haulon, Chassagne"
Computational resources and chemoinformatics for translational health research.,2024,NA,"Tripathi, Singh, Tripathi"
Computers and preventative diagnosis. A survey with bioinformatics examples of mitochondrial small open reading frame peptides as portents of a new generation of powerful biomarkers.,2022,NA,Robson
Concept Drift Detection to Assess the Diffusion of Process Innovations in Healthcare.,2022,PMC10148346,"McLean, Capurro"
"Concerns of Thalassemia Patients, Carriers, and their Caregivers in Malaysia: Text Mining Information Shared on Social Media.",2021,PMC8369049,"Phang, Kassim, Mangantig"
Conformable Wearable Electrodes: From Fabrication to Electrophysiological Assessment.,2022,NA,"Galliani, Ferrari, Ismailova"
"Coping with interoperability in the development of a federated research infrastructure: achievements, challenges and recommendations from the JA-InfAct.",2021,PMC8656001,"González-García, Estupiñán-Romero, Tellería-Orriols, González-Galindo, Palmieri, Faragalli, Pristās, Vuković, Misinš, Zile, Bernal-Delgado"
Current trends on the application of artificial intelligence in medical sciences.,2022,PMC10484692,"Mashraqi, Allehyani"
DF-DM: A foundational process model for multimodal data fusion in the artificial intelligence era.,2024,PMC11092829,"Restrepo, Wu, Vásquez-Venegas, Nakayama, Celi, López"
DNASE1L3 as a Novel Diagnostic and Prognostic Biomarker for Lung Adenocarcinoma Based on Data Mining.,2021,PMC8636112,"Chen, Ding, Huang, Sun, Chen, Liu, Zhan, Gao, He, Qiu, Long, Wei, Lu, Sun"
DYNAMITE: Integrating Archetypal Analysis and Process Mining for Interpretable Disease Progression Modelling.,2024,NA,"Trescato, Tavazzi, Vettoretti, Gatta, Vasta, Chio, Camillo"
Data Mining Algorithm for Physical Health Monitoring of Young Students Based on Big Data.,2021,PMC8133852,"Sun, Jiang, Yuan, Chen"
Data Mining in Employee Healthcare Detection Using Intelligence Techniques for Industry Development.,2022,PMC8763559,"Mehbodniya, Khan, Chakraborty, Karthik, Mehta, Ali, Nuagah"
Data Mining in Healthcare: Applying Strategic Intelligence Techniques to Depict 25 Years of Research Development.,2021,PMC8002654,"Kolling, Furstenau, Sott, Rabaioli, Ulmi, Bragazzi, Tedesco"
Data Quality in Health Research: Integrative Literature Review.,2023,PMC10646672,"Bernardi, Alves, Crepaldi, Yamada, Lima, Rijo"
Data mining in predicting liver patients using classification model.,2022,PMC9643908,"Velu, Ravi, Tabianan"
Data mining techniques in psychotherapy: applications for studying therapeutic alliance.,2023,PMC10541430,"Mosavi, Ribeiro, Sampaio, Santos"
Data-Driven Exploration of National Health Service Talking Therapies Care Pathways Using Process Mining: Retrospective Cohort Study.,2024,PMC11150892,"Yardley, Davis, Eldridge, Vasilakis"
Deciphering Latent Health Information in Social Media Using a Mixed-Methods Design.,2022,PMC9691243,"Shaw, Zimmerman, Vasquez-Huot, Karami"
Decision discovery using clinical decision support system decision log data for supporting the nurse decision-making process.,2024,PMC11025262,"Berkhout, Smit, Versendaal"
Deep Learning-Based Privacy-Preserving Data Transmission Scheme for Clustered IIoT Environment.,2022,PMC9200536,"Lakshmanna, Kavitha, Geetha, Nanda, Radhakrishnan, Kohar"
Deep-Learning Model for Mortality Prediction of ICU Patients with Paralytic Ileus.,2024,PMC11673219,"Razo, Pishgar, Galanter, Darabi"
DeepMPTB: a vaginal microbiome-based deep neural network as artificial intelligence strategy for efficient preterm birth prediction.,2024,PMC10865581,"Chakoory, Barra, Rochette, Blanchon, Sapin, Merlin, Pons, Gallot, Comtet-Marre, Peyret"
"Defining predictors for successful mechanical ventilation weaning, using a data-mining process and artificial intelligence.",2023,PMC10665387,"Menguy, De Longeaux, Bodenes, Hourmant, L'Her"
Detecting Inference Attacks Involving Raw Sensor Data: A Case Study.,2022,PMC9657380,"Lachat, Bennani, Rehn-Sonigo, Brunie, Kosch"
Detecting the clinical features of difficult-to-treat depression using synthetic data from large language models.,2025,NA,"Lorge, Joyce, Taylor, Nevado-Holgado, Cipriani, Kormilitzin"
"Determinants of health and health needs assessment of artisanal and small-scale gold miners in Kadoma, Zimbabwe: A mixed method approach.",2021,NA,"Becker, Furu, Singo, Shoko, Elbel, Bose-O'Reilly, Steckling-Muschack"
Developing a Framework for Online Review-Based Health Care Service Quality Assessment: Text-Mining Study.,2025,PMC12266612,"Zhang, Sun, Li, Liu, Li"
Developing an Ontology Representing Fall Risk Management Domain Knowledge.,2024,PMC11045586,"Altuhaifa, Al Tuhaifa"
Developing electronic health records as a source of real-world data for veterinary pharmacoepidemiology.,2025,PMC11996780,"Davies, Noble, Fins, Pinchbeck, Singleton, Pirmohamed, Killick"
